Age,Gender,Education_Level_Code,Education_Level,Job Title,Years of Experience,Salary,Country,Race,Senior,PPP_Index,Salary_PPP_Adjusted,Fake_Job_Risk
44.0,Female,3.0,PhD,Product Designer,15.0,150000.0,Australia,Asian,1.0,1.05,142857.14285714284,0
43.0,Female,3.0,PhD,Product Designer,18.0,140000.0,Australia,Asian,1.0,1.05,133333.3333333333,0
26.0,Male,1.0,Bachelors,Product Designer,1.0,50000.0,Canada,White,0.0,1.1,45454.54545454545,0
26.0,Male,,Bachelor's Degree,Product Designer,1.0,50000.0,Canada,White,0.0,1.1,45454.54545454545,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,50000.0,Canada,Black,0.0,1.1,45454.54545454545,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,Canada,White,0.0,1.1,49999.99999999999,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,Canada,Black,0.0,1.1,49999.99999999999,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,Canada,Asian,0.0,1.1,49999.99999999999,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,Canada,Black,0.0,1.1,49999.99999999999,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,Canada,White,0.0,1.1,49999.99999999999,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,50000.0,Canada,Black,0.0,1.1,45454.54545454545,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,Canada,White,0.0,1.1,49999.99999999999,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,Canada,Black,0.0,1.1,49999.99999999999,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,Canada,Asian,0.0,1.1,49999.99999999999,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,Canada,Black,0.0,1.1,49999.99999999999,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,Canada,White,0.0,1.1,49999.99999999999,0
27.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,Canada,Black,0.0,1.1,54545.454545454544,0
28.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,Canada,Black,0.0,1.1,54545.454545454544,0
27.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,Canada,Black,0.0,1.1,54545.454545454544,0
28.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,Canada,Black,0.0,1.1,54545.454545454544,0
27.0,Male,1.0,Bachelors,Product Designer,1.0,45000.0,China,White,0.0,1.0,45000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,1.0,45000.0,China,White,0.0,1.0,45000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,China,Chinese,0.0,1.0,55000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,China,White,0.0,1.0,55000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,China,Korean,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,China,White,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,China,Korean,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,China,Chinese,0.0,1.0,55000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,China,Chinese,0.0,1.0,55000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,China,White,0.0,1.0,55000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,China,Korean,0.0,1.0,55000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,China,White,0.0,1.0,55000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,China,Korean,0.0,1.0,55000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,China,Chinese,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,China,Korean,0.0,1.0,60000.0,0
29.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,China,Chinese,0.0,1.0,60000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,China,Korean,0.0,1.0,60000.0,0
29.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,China,Chinese,0.0,1.0,60000.0,0
33.0,Male,2.0,Masters,Product Designer,6.0,90000.0,China,Korean,0.0,1.0,90000.0,0
33.0,Male,,Master's,Product Designer,6.0,90000.0,China,Korean,0.0,1.0,90000.0,0
45.0,Female,3.0,PhD,Product Designer,15.0,150000.0,China,Chinese,1.0,1.0,150000.0,0
45.0,Female,3.0,PhD,Product Designer,15.0,150000.0,China,Korean,1.0,1.0,150000.0,0
44.0,Female,3.0,PhD,Product Designer,15.0,150000.0,China,White,1.0,1.0,150000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,50000.0,UK,White,0.0,1.2,41666.66666666667,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,UK,Asian,0.0,1.2,45833.333333333336,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,UK,White,0.0,1.2,45833.333333333336,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,UK,White,0.0,1.2,45833.333333333336,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,50000.0,UK,White,0.0,1.2,41666.66666666667,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,UK,Asian,0.0,1.2,45833.333333333336,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,UK,White,0.0,1.2,45833.333333333336,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,UK,White,0.0,1.2,45833.333333333336,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,UK,Mixed,0.0,1.2,45833.333333333336,0
27.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,Asian,0.0,1.2,50000.0,0
27.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,Welsh,0.0,1.2,50000.0,0
28.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,White,0.0,1.2,50000.0,0
28.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,Welsh,0.0,1.2,50000.0,0
28.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,Mixed,0.0,1.2,50000.0,0
29.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,Welsh,0.0,1.2,50000.0,0
29.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,UK,Mixed,0.0,1.2,50000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Asian,0.0,1.2,50000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Welsh,0.0,1.2,50000.0,0
28.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,White,0.0,1.2,50000.0,0
28.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Welsh,0.0,1.2,50000.0,0
28.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Mixed,0.0,1.2,50000.0,0
29.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Welsh,0.0,1.2,50000.0,0
29.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,UK,Mixed,0.0,1.2,50000.0,0
26.0,Male,1.0,Bachelors,Product Designer,1.0,50000.0,USA,White,0.0,1.0,50000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,1.0,50000.0,USA,White,0.0,1.0,50000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,50000.0,USA,Asian,0.0,1.0,50000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,50000.0,USA,Hispanic,0.0,1.0,50000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,USA,Hispanic,0.0,1.0,55000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,USA,African American,0.0,1.0,55000.0,0
26.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,USA,White,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,USA,African American,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,2.0,55000.0,USA,Hispanic,0.0,1.0,55000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,50000.0,USA,Asian,0.0,1.0,50000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,50000.0,USA,Hispanic,0.0,1.0,50000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,USA,Hispanic,0.0,1.0,55000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,USA,African American,0.0,1.0,55000.0,0
26.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,USA,White,0.0,1.0,55000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,USA,African American,0.0,1.0,55000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,2.0,55000.0,USA,Hispanic,0.0,1.0,55000.0,0
27.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,USA,African American,0.0,1.0,60000.0,0
28.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,USA,African American,0.0,1.0,60000.0,0
28.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,USA,Asian,0.0,1.0,60000.0,0
29.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,USA,Hispanic,0.0,1.0,60000.0,0
29.0,Male,1.0,Bachelors,Product Designer,3.0,60000.0,USA,Asian,0.0,1.0,60000.0,0
27.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,USA,African American,0.0,1.0,60000.0,0
28.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,USA,African American,0.0,1.0,60000.0,0
28.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,USA,Asian,0.0,1.0,60000.0,0
29.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,USA,Hispanic,0.0,1.0,60000.0,0
29.0,Male,,Bachelor's Degree,Product Designer,3.0,60000.0,USA,Asian,0.0,1.0,60000.0,0
33.0,Male,1.0,Bachelors,Product Development Manager,7.0,100000.0,USA,Hispanic,1.0,1.0,100000.0,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,55000.0,Australia,Asian,0.0,1.05,52380.95238095238,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,60000.0,Australia,Australian,0.0,1.05,57142.85714285714,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,60000.0,Australia,White,0.0,1.05,57142.85714285714,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,60000.0,Australia,Asian,0.0,1.05,57142.85714285714,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,55000.0,Australia,Asian,1.0,1.05,52380.95238095238,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,60000.0,Australia,Australian,1.0,1.05,57142.85714285714,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,60000.0,Australia,White,1.0,1.05,57142.85714285714,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,60000.0,Australia,Asian,1.0,1.05,57142.85714285714,0
26.0,Female,2.0,Masters,Product Manager,2.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
27.0,Female,1.0,Bachelors,Product Manager,2.0,65000.0,Australia,White,0.0,1.05,61904.7619047619,0
26.0,Female,,Master's,Product Manager,2.0,120000.0,Australia,Australian,1.0,1.05,114285.71428571428,0
27.0,Female,,Bachelor's Degree,Product Manager,2.0,65000.0,Australia,White,1.0,1.05,61904.7619047619,0
28.0,Male,2.0,Masters,Product Manager,3.0,130000.0,Australia,White,0.0,1.05,123809.5238095238,0
28.0,Male,2.0,Masters,Product Manager,3.0,130000.0,Australia,Australian,0.0,1.05,123809.5238095238,0
24.0,Female,1.0,Bachelors,Product Manager,3.0,125000.0,Australia,Australian,0.0,1.05,119047.61904761904,0
28.0,Male,,Master's,Product Manager,3.0,130000.0,Australia,White,1.0,1.05,123809.5238095238,0
28.0,Male,,Master's,Product Manager,3.0,130000.0,Australia,Australian,1.0,1.05,123809.5238095238,0
24.0,Female,,Bachelor's,Product Manager,3.0,125000.0,Australia,Australian,1.0,1.05,119047.61904761904,0
29.0,Female,1.0,Bachelors,Product Manager,4.0,90000.0,Australia,Asian,0.0,1.05,85714.28571428571,0
29.0,Female,,Bachelor's Degree,Product Manager,4.0,90000.0,Australia,Asian,1.0,1.05,85714.28571428571,0
30.0,Female,1.0,Bachelors,Product Manager,5.0,160000.0,Australia,White,0.0,1.05,152380.95238095237,0
32.0,Female,2.0,Masters,Product Manager,5.0,100000.0,Australia,Asian,0.0,1.05,95238.09523809524,0
29.0,Male,1.0,Bachelors,Product Manager,5.0,80000.0,Australia,White,0.0,1.05,76190.47619047618,0
30.0,Female,,Bachelor's,Product Manager,5.0,160000.0,Australia,White,1.0,1.05,152380.95238095237,0
32.0,Female,,Master's Degree,Product Manager,5.0,100000.0,Australia,Asian,1.0,1.05,95238.09523809524,0
29.0,Male,,Bachelor's Degree,Product Manager,5.0,80000.0,Australia,White,1.0,1.05,76190.47619047618,0
30.0,Female,2.0,Masters,Product Manager,6.0,110000.0,Australia,White,0.0,1.05,104761.90476190476,0
30.0,Female,,Master's Degree,Product Manager,6.0,110000.0,Australia,White,1.0,1.05,104761.90476190476,0
32.0,Male,2.0,Masters,Product Manager,7.0,110000.0,Australia,Asian,0.0,1.05,104761.90476190476,0
32.0,Female,2.0,Masters,Product Manager,7.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
34.0,Female,2.0,Masters,Product Manager,7.0,120000.0,Australia,Asian,0.0,1.05,114285.71428571428,0
32.0,Male,2.0,Masters,Product Manager,7.0,110000.0,Australia,White,0.0,1.05,104761.90476190476,0
32.0,Male,2.0,Masters,Product Manager,7.0,110000.0,Australia,Australian,0.0,1.05,104761.90476190476,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,120000.0,Australia,White,0.0,1.05,114285.71428571428,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,120000.0,Australia,Asian,0.0,1.05,114285.71428571428,0
32.0,Female,1.0,Bachelors,Product Manager,7.0,110000.0,Australia,Australian,0.0,1.05,104761.90476190476,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,120000.0,Australia,Australian,0.0,1.05,114285.71428571428,0
32.0,Male,,Master's Degree,Product Manager,7.0,110000.0,Australia,Asian,1.0,1.05,104761.90476190476,0
32.0,Female,,Master's Degree,Product Manager,7.0,120000.0,Australia,Australian,1.0,1.05,114285.71428571428,0
34.0,Female,,Master's Degree,Product Manager,7.0,120000.0,Australia,Asian,1.0,1.05,114285.71428571428,0
32.0,Male,,Master's Degree,Product Manager,7.0,110000.0,Australia,White,1.0,1.05,104761.90476190476,0
32.0,Male,,Master's Degree,Product Manager,7.0,110000.0,Australia,Australian,1.0,1.05,104761.90476190476,0
32.0,Male,,Bachelor's Degree,Product Manager,7.0,120000.0,Australia,White,1.0,1.05,114285.71428571428,0
32.0,Male,,Bachelor's Degree,Product Manager,7.0,120000.0,Australia,Asian,1.0,1.05,114285.71428571428,0
32.0,Female,,Bachelor's Degree,Product Manager,7.0,110000.0,Australia,Australian,1.0,1.05,104761.90476190476,0
32.0,Male,,Bachelor's Degree,Product Manager,7.0,120000.0,Australia,Australian,1.0,1.05,114285.71428571428,0
36.0,Male,1.0,Bachelors,Product Manager,8.0,95000.0,Australia,Asian,1.0,1.05,90476.19047619047,0
35.0,Female,1.0,Bachelors,Product Manager,8.0,170000.0,Australia,Asian,0.0,1.05,161904.7619047619,0
30.0,Male,1.0,Bachelors,Product Manager,8.0,185000.0,Australia,Australian,0.0,1.05,176190.47619047618,0
30.0,Male,1.0,Bachelors,Product Manager,8.0,185000.0,Australia,Asian,0.0,1.05,176190.47619047618,0
35.0,Female,,Bachelor's Degree,Product Manager,8.0,170000.0,Australia,Asian,1.0,1.05,161904.7619047619,0
30.0,Male,,Bachelor's,Product Manager,8.0,185000.0,Australia,Australian,1.0,1.05,176190.47619047618,0
30.0,Male,,Bachelor's,Product Manager,8.0,185000.0,Australia,Asian,1.0,1.05,176190.47619047618,0
34.0,Male,1.0,Bachelors,Product Manager,9.0,185000.0,Australia,Asian,0.0,1.05,176190.47619047618,0
34.0,Male,1.0,Bachelors,Product Manager,9.0,185000.0,Australia,Australian,0.0,1.05,176190.47619047618,0
34.0,Male,,Bachelor's,Product Manager,9.0,185000.0,Australia,Asian,1.0,1.05,176190.47619047618,0
34.0,Male,,Bachelor's,Product Manager,9.0,185000.0,Australia,Australian,1.0,1.05,176190.47619047618,0
33.0,Female,2.0,Masters,Product Manager,11.0,198000.0,Australia,Australian,0.0,1.05,188571.42857142855,0
33.0,Female,2.0,Masters,Product Manager,11.0,198000.0,Australia,White,0.0,1.05,188571.42857142855,0
34.0,Female,2.0,Masters,Product Manager,11.0,196000.0,Australia,Australian,0.0,1.05,186666.66666666666,0
33.0,Female,2.0,Masters,Product Manager,11.0,196000.0,Australia,Australian,0.0,1.05,186666.66666666666,0
33.0,Female,2.0,Masters,Product Manager,11.0,198000.0,Australia,Asian,0.0,1.05,188571.42857142855,0
33.0,Female,2.0,Masters,Product Manager,11.0,195000.0,Australia,Australian,0.0,1.05,185714.2857142857,0
33.0,Female,2.0,Masters,Product Manager,11.0,195000.0,Australia,Asian,0.0,1.05,185714.2857142857,0
33.0,Female,,Master's,Product Manager,11.0,198000.0,Australia,Australian,1.0,1.05,188571.42857142855,0
33.0,Female,,Master's,Product Manager,11.0,198000.0,Australia,White,1.0,1.05,188571.42857142855,0
34.0,Female,,Master's,Product Manager,11.0,196000.0,Australia,Australian,1.0,1.05,186666.66666666666,0
33.0,Female,,Master's,Product Manager,11.0,196000.0,Australia,Australian,1.0,1.05,186666.66666666666,0
33.0,Female,,Master's,Product Manager,11.0,198000.0,Australia,Asian,1.0,1.05,188571.42857142855,0
33.0,Female,,Master's,Product Manager,11.0,195000.0,Australia,Australian,1.0,1.05,185714.2857142857,0
33.0,Female,,Master's,Product Manager,11.0,195000.0,Australia,Asian,1.0,1.05,185714.2857142857,0
34.0,Female,2.0,Masters,Product Manager,12.0,196000.0,Australia,Australian,0.0,1.05,186666.66666666666,0
34.0,Female,,Master's,Product Manager,12.0,196000.0,Australia,Australian,1.0,1.05,186666.66666666666,0
38.0,Male,1.0,Bachelors,Product Manager,13.0,160000.0,Australia,Asian,0.0,1.05,152380.95238095237,0
38.0,Male,1.0,Bachelors,Product Manager,13.0,160000.0,Australia,Australian,0.0,1.05,152380.95238095237,0
38.0,Male,,Bachelor's Degree,Product Manager,13.0,160000.0,Australia,Asian,1.0,1.05,152380.95238095237,0
38.0,Male,,Bachelor's Degree,Product Manager,13.0,160000.0,Australia,Australian,1.0,1.05,152380.95238095237,0
37.0,Male,3.0,PhD,Product Manager,14.0,195000.0,Australia,White,0.0,1.05,185714.2857142857,0
37.0,Male,3.0,PhD,Product Manager,14.0,195000.0,Australia,Asian,0.0,1.05,185714.2857142857,0
42.0,Male,2.0,Masters,Product Manager,14.0,180000.0,Australia,Asian,0.0,1.05,171428.57142857142,0
42.0,Male,2.0,Masters,Product Manager,14.0,180000.0,Australia,Australian,0.0,1.05,171428.57142857142,0
42.0,Male,2.0,Masters,Product Manager,14.0,180000.0,Australia,White,0.0,1.05,171428.57142857142,0
37.0,Male,3.0,PhD,Product Manager,14.0,195000.0,Australia,White,1.0,1.05,185714.2857142857,0
37.0,Male,3.0,PhD,Product Manager,14.0,195000.0,Australia,Asian,1.0,1.05,185714.2857142857,0
42.0,Male,,Master's Degree,Product Manager,14.0,180000.0,Australia,Asian,1.0,1.05,171428.57142857142,0
42.0,Male,,Master's Degree,Product Manager,14.0,180000.0,Australia,Australian,1.0,1.05,171428.57142857142,0
42.0,Male,,Master's Degree,Product Manager,14.0,180000.0,Australia,White,1.0,1.05,171428.57142857142,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,55000.0,Canada,White,0.0,1.1,49999.99999999999,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,55000.0,Canada,Black,0.0,1.1,49999.99999999999,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,60000.0,Canada,Black,0.0,1.1,54545.454545454544,0
25.0,Male,1.0,Bachelors,Product Manager,1.0,60000.0,Canada,Asian,0.0,1.1,54545.454545454544,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,55000.0,Canada,White,1.0,1.1,49999.99999999999,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,55000.0,Canada,Black,1.0,1.1,49999.99999999999,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,60000.0,Canada,Black,1.0,1.1,54545.454545454544,0
25.0,Male,,Bachelor's Degree,Product Manager,1.0,60000.0,Canada,Asian,1.0,1.1,54545.454545454544,0
28.0,Male,2.0,Masters,Product Manager,3.0,130000.0,Canada,Black,0.0,1.1,118181.81818181818,0
28.0,Male,2.0,Masters,Product Manager,3.0,130000.0,Canada,Asian,0.0,1.1,118181.81818181818,0
28.0,Male,2.0,Masters,Product Manager,3.0,130000.0,Canada,White,0.0,1.1,118181.81818181818,0
28.0,Female,1.0,Bachelors,Product Manager,3.0,70000.0,Canada,Asian,0.0,1.1,63636.36363636363,0
28.0,Male,,Master's,Product Manager,3.0,130000.0,Canada,Black,1.0,1.1,118181.81818181818,0
28.0,Male,,Master's,Product Manager,3.0,130000.0,Canada,Asian,1.0,1.1,118181.81818181818,0
28.0,Male,,Master's,Product Manager,3.0,130000.0,Canada,White,1.0,1.1,118181.81818181818,0
28.0,Female,,Bachelor's Degree,Product Manager,3.0,70000.0,Canada,Asian,1.0,1.1,63636.36363636363,0
33.0,Male,1.0,Bachelors,Product Manager,4.0,60000.0,Canada,Asian,0.0,1.1,54545.454545454544,0
33.0,Male,1.0,Bachelors,Product Manager,4.0,60000.0,Canada,White,0.0,1.1,54545.454545454544,0
27.0,Female,1.0,Bachelors,Product Manager,4.0,150000.0,Canada,Black,0.0,1.1,136363.63636363635,0
27.0,Female,,Bachelor's,Product Manager,4.0,150000.0,Canada,Black,1.0,1.1,136363.63636363635,0
30.0,Female,1.0,Bachelors,Product Manager,5.0,160000.0,Canada,Asian,0.0,1.1,145454.54545454544,0
30.0,Female,,Bachelor's,Product Manager,5.0,160000.0,Canada,Asian,1.0,1.1,145454.54545454544,0
31.0,Male,2.0,Masters,Product Manager,6.0,120000.0,Canada,White,0.0,1.1,109090.90909090909,0
31.0,Male,,Master's Degree,Product Manager,6.0,120000.0,Canada,White,1.0,1.1,109090.90909090909,0
35.0,Male,2.0,Masters,Product Manager,7.0,105000.0,Canada,Asian,0.0,1.1,95454.54545454544,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,170000.0,Canada,White,0.0,1.1,154545.45454545453,0
32.0,Male,2.0,Masters,Product Manager,7.0,110000.0,Canada,Asian,0.0,1.1,99999.99999999999,0
32.0,Male,2.0,Masters,Product Manager,7.0,110000.0,Canada,Black,0.0,1.1,99999.99999999999,0
32.0,Male,2.0,Masters,Product Manager,7.0,110000.0,Canada,White,0.0,1.1,99999.99999999999,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,120000.0,Canada,Black,0.0,1.1,109090.90909090909,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,120000.0,Canada,Asian,0.0,1.1,109090.90909090909,0
32.0,Male,1.0,Bachelors,Product Manager,7.0,120000.0,Canada,White,0.0,1.1,109090.90909090909,0
35.0,Male,,Master's,Product Manager,7.0,105000.0,Canada,Asian,1.0,1.1,95454.54545454544,0
32.0,Male,,Bachelor's,Product Manager,7.0,170000.0,Canada,White,1.0,1.1,154545.45454545453,0
32.0,Male,,Master's Degree,Product Manager,7.0,110000.0,Canada,Asian,1.0,1.1,99999.99999999999,0
32.0,Male,,Master's Degree,Product Manager,7.0,110000.0,Canada,Black,1.0,1.1,99999.99999999999,0
32.0,Male,,Master's Degree,Product Manager,7.0,110000.0,Canada,White,1.0,1.1,99999.99999999999,0
32.0,Male,,Bachelor's Degree,Product Manager,7.0,120000.0,Canada,Black,1.0,1.1,109090.90909090909,0
32.0,Male,,Bachelor's Degree,Product Manager,7.0,120000.0,Canada,Asian,1.0,1.1,109090.90909090909,0
32.0,Male,,Bachelor's Degree,Product Manager,7.0,120000.0,Canada,White,1.0,1.1,109090.90909090909,0
30.0,Male,1.0,Bachelors,Product Manager,8.0,185000.0,Canada,Asian,0.0,1.1,168181.81818181818,0
30.0,Male,1.0,Bachelors,Product Manager,8.0,185000.0,Canada,Black,0.0,1.1,168181.81818181818,0
30.0,Male,,Bachelor's,Product Manager,8.0,185000.0,Canada,Asian,1.0,1.1,168181.81818181818,0
30.0,Male,,Bachelor's,Product Manager,8.0,185000.0,Canada,Black,1.0,1.1,168181.81818181818,0
34.0,Male,1.0,Bachelors,Product Manager,9.0,185000.0,Canada,White,0.0,1.1,168181.81818181818,0
34.0,Male,,Bachelor's,Product Manager,9.0,185000.0,Canada,White,1.0,1.1,168181.81818181818,0
35.0,Male,2.0,Masters,Product Manager,10.0,120000.0,Canada,White,1.0,1.1,109090.90909090909,0
33.0,Female,2.0,Masters,Product Manager,11.0,198000.0,Canada,Asian,0.0,1.1,180000.0,0
33.0,Female,2.0,Masters,Product Manager,11.0,198000.0,Canada,White,0.0,1.1,180000.0,0
33.0,Female,2.0,Masters,Product Manager,11.0,198000.0,Canada,Black,0.0,1.1,180000.0,0
33.0,Female,2.0,Masters,Product Manager,11.0,195000.0,Canada,Black,0.0,1.1,177272.72727272726,0
33.0,Female,,Master's,Product Manager,11.0,198000.0,Canada,Asian,1.0,1.1,180000.0,0
33.0,Female,,Master's,Product Manager,11.0,198000.0,Canada,White,1.0,1.1,180000.0,0
33.0,Female,,Master's,Product Manager,11.0,198000.0,Canada,Black,1.0,1.1,180000.0,0
33.0,Female,,Master's,Product Manager,11.0,195000.0,Canada,Black,1.0,1.1,177272.72727272726,0
34.0,Female,2.0,Masters,Product Manager,12.0,196000.0,Canada,White,0.0,1.1,178181.81818181818,0
34.0,Male,2.0,Masters,Product Manager,12.0,196000.0,Canada,Asian,0.0,1.1,178181.81818181818,0
37.0,Male,1.0,Bachelors,Product Manager,12.0,150000.0,Canada,Asian,0.0,1.1,136363.63636363635,0
34.0,Female,,Master's,Product Manager,12.0,196000.0,Canada,White,1.0,1.1,178181.81818181818,0
34.0,Male,,Master's,Product Manager,12.0,196000.0,Canada,Asian,1.0,1.1,178181.81818181818,0
37.0,Male,,Bachelor's Degree,Product Manager,12.0,150000.0,Canada,Asian,1.0,1.1,136363.63636363635,0
38.0,Male,1.0,Bachelors,Product Manager,13.0,160000.0,Canada,Asian,0.0,1.1,145454.54545454544,0
37.0,Male,1.0,Bachelors,Product Manager,13.0,160000.0,Canada,Black,0.0,1.1,145454.54545454544,0
38.0,Male,,Bachelor's Degree,Product Manager,13.0,160000.0,Canada,Asian,1.0,1.1,145454.54545454544,0
37.0,Male,,Bachelor's Degree,Product Manager,13.0,160000.0,Canada,Black,1.0,1.1,145454.54545454544,0
41.0,Male,1.0,Bachelors,Product Manager,14.0,150000.0,Canada,White,1.0,1.1,136363.63636363635,0
42.0,Male,2.0,Masters,Product Manager,14.0,180000.0,Canada,Asian,0.0,1.1,163636.36363636362,0
